order_id,date,region,sales,quantity
L000136,2026-04-24,광주,3600,1
L000137,2026-05-25,서울,3700,2
L000138,2026-06-26,부산,3800,3
L000139,2026-07-27,대전,3900,4
L000140,2026-08-28,광주,4000,5
L000141,2026-09-01,서울,4100,1
L000142,2026-10-02,부산,4200,2
L000143,2026-11-03,대전,4300,3
L000144,2026-12-04,광주,4400,4
L000145,2026-01-05,서울,4500,5
L000146,2026-02-06,부산,4600,1
L000147,2026-03-07,대전,4700,2
L000148,2026-04-08,광주,4800,3
L000149,2026-05-09,서울,4900,4
L000150,2026-06-10,부산,5000,5
L000151,2026-07-11,대전,5100,1
L000152,2026-08-12,광주,5200,2
L000153,2026-09-13,서울,5300,3
L000154,2026-10-14,부산,5400,4
L000155,2026-11-15,대전,5500,5
L000156,2026-12-16,광주,5600,1
L000157,2026-01-17,서울,5700,2
L000158,2026-02-18,부산,5800,3
L000159,2026-03-19,대전,5900,4
L000160,2026-04-20,광주,6000,5
L000161,2026-05-21,서울,6100,1
L000162,2026-06-22,부산,6200,2
L000163,2026-07-23,대전,6300,3
L000164,2026-08-24,광주,6400,4
L000165,2026-09-25,서울,6500,5
L000166,2026-10-26,부산,6600,1
L000167,2026-11-27,대전,6700,2
L000168,2026-12-28,광주,6800,3
L000169,2026-01-01,서울,6900,4
L000170,2026-02-02,부산,7000,5
L000171,2026-03-03,대전,7100,1
L000172,2026-04-04,광주,7200,2
L000173,2026-05-05,서울,7300,3
L000174,2026-06-06,부산,7400,4
L000175,2026-07-07,대전,7500,5
L000176,2026-08-08,광주,7600,1
L000177,2026-09-09,서울,7700,2
L000178,2026-10-10,부산,7800,3
L000179,2026-11-11,대전,7900,4
L000180,2026-12-12,광주,8000,5
L000181,2026-01-13,서울,8100,1
L000182,2026-02-14,부산,8200,2
L000183,2026-03-15,대전,8300,3
L000184,2026-04-16,광주,8400,4
L000185,2026-05-17,서울,8500,5
L000186,2026-06-18,부산,8600,1
L000187,2026-07-19,대전,8700,2
L000188,2026-08-20,광주,8800,3
L000189,2026-09-21,서울,8900,4
L000190,2026-10-22,부산,9000,5
L000191,2026-11-23,대전,9100,1
L000192,2026-12-24,광주,9200,2
L000193,2026-01-25,서울,9300,3
L000194,2026-02-26,부산,9400,4
L000195,2026-03-27,대전,9500,5
L000196,2026-04-28,광주,9600,1
L000197,2026-05-01,서울,9700,2
L000198,2026-06-02,부산,9800,3
L000199,2026-07-03,대전,9900,4
L000200,2026-08-04,광주,10000,5
L000201,2026-09-05,서울,100,1
L000202,2026-10-06,부산,200,2
L000203,2026-11-07,대전,300,3
L000204,2026-12-08,광주,400,4
L000205,2026-01-09,서울,500,5
L000206,2026-02-10,부산,600,1
L000207,2026-03-11,대전,700,2
L000208,2026-04-12,광주,800,3
L000209,2026-05-13,서울,900,4
L000210,2026-06-14,부산,1000,5
L000211,2026-07-15,대전,1100,1
L000212,2026-08-16,광주,1200,2
L000213,2026-09-17,서울,1300,3
L000214,2026-10-18,부산,1400,4
L000215,2026-11-19,대전,1500,5
L000216,2026-12-20,광주,1600,1
L000217,2026-01-21,서울,1700,2
L000218,2026-02-22,부산,1800,3
L000219,2026-03-23,대전,1900,4
L000220,2026-04-24,광주,2000,5
L000221,2026-05-25,서울,2100,1
L000222,2026-06-26,부산,2200,2
L000223,2026-07-27,대전,2300,3
L000224,2026-08-28,광주,2400,4
L000225,2026-09-01,서울,2500,5
L000226,2026-10-02,부산,2600,1
L000227,2026-11-03,대전,2700,2
L000228,2026-12-04,광주,2800,3
L000229,2026-01-05,서울,2900,4
L000230,2026-02-06,부산,3000,5
L000231,2026-03-07,대전,3100,1
L000232,2026-04-08,광주,3200,2
L000233,2026-05-09,서울,3300,3
L000234,2026-06-10,부산,3400,4
L000235,2026-07-11,대전,3500,5
L000236,2026-08-12,광주,3600,1
L000237,2026-09-13,서울,3700,2
L000238,2026-10-14,부산,3800,3
L000239,2026-11-15,대전,3900,4
L000240,2026-12-16,광주,4000,5
L000241,2026-01-17,서울,4100,1
L000242,2026-02-18,부산,4200,2
L000243,2026-03-19,대전,4300,3
L000244,2026-04-20,광주,4400,4
L000245,2026-05-21,서울,4500,5
L000246,2026-06-22,부산,4600,1
L000247,2026-07-23,대전,4700,2
L000248,2026-08-24,광주,4800,3
L000249,2026-09-25,서울,4900,4
L000250,2026-10-26,부산,5000,5
L000251,2026-11-27,대전,5100,1
L000252,2026-12-28,광주,5200,2
L000253,2026-01-01,서울,5300,3
L000254,2026-02-02,부산,5400,4
L000255,2026-03-03,대전,5500,5
L000256,2026-04-04,광주,5600,1
L000257,2026-05-05,서울,5700,2
L000258,2026-06-06,부산,5800,3
L000259,2026-07-07,대전,5900,4
L000260,2026-08-08,광주,6000,5
L000261,2026-09-09,서울,6100,1
L000262,2026-10-10,부산,6200,2
L000263,2026-11-11,대전,6300,3
L000264,2026-12-12,광주,6400,4
L000265,2026-01-13,서울,6500,5
L000266,2026-02-14,부산,6600,1
L000267,2026-03-15,대전,6700,2
L000268,2026-04-16,광주,6800,3
L000269,2026-05-17,서울,6900,4
L000270,2026-06-18,부산,7000,5
L000271,2026-07-19,대전,7100,1
L000272,2026-08-20,광주,7200,2
L000273,2026-09-21,서울,7300,3
L000274,2026-10-22,부산,7400,4
L000275,2026-11-23,대전,7500,5
L000276,2026-12-24,광주,7600,1
L000277,2026-01-25,서울,7700,2
L000278,2026-02-26,부산,7800,3
L000279,2026-03-27,대전,7900,4
L000280,2026-04-28,광주,8000,5
L000281,2026-05-01,서울,8100,1
L000282,2026-06-02,부산,8200,2
L000283,2026-07-03,대전,8300,3
L000284,2026-08-04,광주,8400,4
L000285,2026-09-05,서울,8500,5
L000286,2026-10-06,부산,8600,1
L000287,2026-11-07,대전,8700,2
L000288,2026-12-08,광주,8800,3
L000289,2026-01-09,서울,8900,4
L000290,2026-02-10,부산,9000,5
L000291,2026-03-11,대전,9100,1
L000292,2026-04-12,광주,9200,2
L000293,2026-05-13,서울,9300,3
L000294,2026-06-14,부산,9400,4
L000295,2026-07-15,대전,9500,5
L000296,2026-08-16,광주,9600,1
L000297,2026-09-17,서울,9700,2
L000298,2026-10-18,부산,9800,3
L000299,2026-11-19,대전,9900,4
L000300,2026-12-20,광주,10000,5
L000301,2026-01-21,서울,100,1
L000302,2026-02-22,부산,200,2
L000303,2026-03-23,대전,300,3
L000304,2026-04-24,광주,400,4
L000305,2026-05-25,서울,500,5
L000306,2026-06-26,부산,600,1
L000307,2026-07-27,대전,700,2
L000308,2026-08-28,광주,800,3
L000309,2026-09-01,서울,900,4
L000310,2026-10-02,부산,1000,5
L000311,2026-11-03,대전,1100,1
L000312,2026-12-04,광주,1200,2
L000313,2026-01-05,서울,1300,3
L000314,2026-02-06,부산,1400,4
L000315,2026-03-07,대전,1500,5
L000316,2026-04-08,광주,1600,1
L000317,2026-05-09,서울,1700,2
L000318,2026-06-10,부산,1800,3
L000319,2026-07-11,대전,1900,4
L000320,2026-08-12,광주,2000,5
L000321,2026-09-13,서울,2100,1
L000322,2026-10-14,부산,2200,2
L000323,2026-11-15,대전,2300,3
L000324,2026-12-16,광주,2400,4
L000325,2026-01-17,서울,2500,5
L000326,2026-02-18,부산,2600,1
L000327,2026-03-19,대전,2700,2
L000328,2026-04-20,광주,2800,3
L000329,2026-05-21,서울,2900,4
L000330,2026-06-22,부산,3000,5
L000331,2026-07-23,대전,3100,1
L000332,2026-08-24,광주,3200,2
L000333,2026-09-25,서울,3300,3
L000334,2026-10-26,부산,3400,4
L000335,2026-11-27,대전,3500,5
L000336,2026-12-28,광주,3600,1
L000337,2026-01-01,서울,3700,2
L000338,2026-02-02,부산,3800,3
L000339,2026-03-03,대전,3900,4
L000340,2026-04-04,광주,4000,5
L000341,2026-05-05,서울,4100,1
L000342,2026-06-06,부산,4200,2
L000343,2026-07-07,대전,4300,3
L000344,2026-08-08,광주,4400,4
L000345,2026-09-09,서울,4500,5
L000346,2026-10-10,부산,4600,1
L000347,2026-11-11,대전,4700,2
L000348,2026-12-12,광주,4800,3
L000349,2026-01-13,서울,4900,4
L000350,2026-02-14,부산,5000,5
L000351,2026-03-15,대전,5100,1
L000352,2026-04-16,광주,5200,2
L000353,2026-05-17,서울,5300,3
L000354,2026-06-18,부산,5400,4
L000355,2026-07-19,대전,5500,5
L000356,2026-08-20,광주,5600,1
L000357,2026-09-21,서울,5700,2
L000358,2026-10-22,부산,5800,3
L000359,2026-11-23,대전,5900,4
L000360,2026-12-24,광주,6000,5
L000361,2026-01-25,서울,6100,1
L000362,2026-02-26,부산,6200,2
L000363,2026-03-27,대전,6300,3
L000364,2026-04-28,광주,6400,4
L000365,2026-05-01,서울,6500,5
L000366,2026-06-02,부산,6600,1
L000367,2026-07-03,대전,6700,2
L000368,2026-08-04,광주,6800,3
L000369,2026-09-05,서울,6900,4
L000370,2026-10-06,부산,7000,5
L000371,2026-11-07,대전,7100,1
L000372,2026-12-08,광주,7200,2
L000373,2026-01-09,서울,7300,3
L000374,2026-02-10,부산,7400,4
L000375,2026-03-11,대전,7500,5
L000376,2026-04-12,광주,7600,1
L000377,2026-05-13,서울,7700,2
L000378,2026-06-14,부산,7800,3
L000379,2026-07-15,대전,7900,4
L000380,2026-08-16,광주,8000,5
L000381,2026-09-17,서울,8100,1
L000382,2026-10-18,부산,8200,2
L000383,2026-11-19,대전,8300,3
L000384,2026-12-20,광주,8400,4
L000385,2026-01-21,서울,8500,5
L000386,2026-02-22,부산,8600,1
L000387,2026-03-23,대전,8700,2
L000388,2026-04-24,광주,8800,3
L000389,2026-05-25,서울,8900,4
L000390,2026-06-26,부산,9000,5
L000391,2026-07-27,대전,9100,1
L000392,2026-08-28,광주,9200,2
L000393,2026-09-01,서울,9300,3
L000394,2026-10-02,부산,9400,4
L000395,2026-11-03,대전,9500,5
L000396,2026-12-04,광주,9600,1
L000397,2026-01-05,서울,9700,2
L000398,2026-02-06,부산,9800,3
L000399,2026-03-07,대전,9900,4
L000400,2026-04-08,광주,10000,5
L000401,2026-05-09,서울,100,1
L000402,2026-06-10,부산,200,2
L000403,2026-07-11,대전,300,3
L000404,2026-08-12,광주,400,4
L000405,2026-09-13,서울,500,5
L000406,2026-10-14,부산,600,1
L000407,2026-11-15,대전,700,2
L000408,2026-12-16,광주,800,3
L000409,2026-01-17,서울,900,4
L000410,2026-02-18,부산,1000,5
L000411,2026-03-19,대전,1100,1
L000412,2026-04-20,광주,1200,2
L000413,2026-05-21,서울,1300,3
L000414,2026-06-22,부산,1400,4
L000415,2026-07-23,대전,1500,5
L000416,2026-08-24,광주,1600,1
L000417,2026-09-25,서울,1700,2
L000418,2026-10-26,부산,1800,3
L000419,2026-11-27,대전,1900,4
L000420,2026-12-28,광주,2000,5
L000421,2026-01-01,서울,2100,1
L000422,2026-02-02,부산,2200,2
L000423,2026-03-03,대전,2300,3
L000424,2026-04-04,광주,2400,4
L000425,2026-05-05,서울,2500,5
L000426,2026-06-06,부산,2600,1
L000427,2026-07-07,대전,2700,2
L000428,2026-08-08,광주,2800,3
L000429,2026-09-09,서울,2900,4
L000430,2026-10-10,부산,3000,5
L000431,2026-11-11,대전,3100,1
L000432,2026-12-12,광주,3200,2
L000433,2026-01-13,서울,3300,3
L000434,2026-02-14,부산,3400,4
L000435,2026-03-15,대전,3500,5
L000436,2026-04-16,광주,3600,1
L000437,2026-05-17,서울,3700,2
L000438,2026-06-18,부산,3800,3
L000439,2026-07-19,대전,3900,4
L000440,2026-08-20,광주,4000,5
L000441,2026-09-21,서울,4100,1
L000442,2026-10-22,부산,4200,2
L000443,2026-11-23,대전,4300,3
L000444,2026-12-24,광주,4400,4
L000445,2026-01-25,서울,4500,5
L000446,2026-02-26,부산,4600,1
L000447,2026-03-27,대전,4700,2
L000448,2026-04-28,광주,4800,3
L000449,2026-05-01,서울,4900,4
L000450,2026-06-02,부산,5000,5
L000451,2026-07-03,대전,5100,1
L000452,2026-08-04,광주,5200,2
L000453,2026-09-05,서울,5300,3
L000454,2026-10-06,부산,5400,4
L000455,2026-11-07,대전,5500,5
L000456,2026-12-08,광주,5600,1
L000457,2026-01-09,서울,5700,2
L000458,2026-02-10,부산,5800,3
L000459,2026-03-11,대전,5900,4
L000460,2026-04-12,광주,6000,5
L000461,2026-05-13,서울,6100,1
L000462,2026-06-14,부산,6200,2
L000463,2026-07-15,대전,6300,3
L000464,2026-08-16,광주,6400,4
L000465,2026-09-17,서울,6500,5
L000466,2026-10-18,부산,6600,1
L000467,2026-11-19,대전,6700,2
L000468,2026-12-20,광주,6800,3
L000469,2026-01-21,서울,6900,4
L000470,2026-02-22,부산,7000,5
L000471,2026-03-23,대전,7100,1
L000472,2026-04-24,광주,7200,2
L000473,2026-05-25,서울,7300,3
L000474,2026-06-26,부산,7400,4
L000475,2026-07-27,대전,7500,5
L000476,2026-08-28,광주,7600,1
L000477,2026-09-01,서울,7700,2
L000478,2026-10-02,부산,7800,3
L000479,2026-11-03,대전,7900,4
L000480,2026-12-04,광주,8000,5
L000481,2026-01-05,서울,8100,1
L000482,2026-02-06,부산,8200,2
L000483,2026-03-07,대전,8300,3
L000484,2026-04-08,광주,8400,4
L000485,2026-05-09,서울,8500,5
L000486,2026-06-10,부산,8600,1
L000487,2026-07-11,대전,8700,2
L000488,2026-08-12,광주,8800,3
L000489,2026-09-13,서울,8900,4
L000490,2026-10-14,부산,9000,5
L000491,2026-11-15,대전,9100,1
L000492,2026-12-16,광주,9200,2
L000493,2026-01-17,서울,9300,3
L000494,2026-02-18,부산,9400,4
L000495,2026-03-19,대전,9500,5
L000496,2026-04-20,광주,9600,1
L000497,2026-05-21,서울,9700,2
L000498,2026-06-22,부산,9800,3
L000499,2026-07-23,대전,9900,4
L000500,2026-08-24,광주,10000,5
L000501,2026-09-25,서울,100,1
L000502,2026-10-26,부산,200,2
L000503,2026-11-27,대전,300,3
L000504,2026-12-28,광주,400,4
L000505,2026-01-01,서울,500,5
L000506,2026-02-02,부산,600,1
L000507,2026-03-03,대전,700,2
L000508,2026-04-04,광주,800,3
L000509,2026-05-05,서울,900,4
L000510,2026-06-06,부산,1000,5
L000511,2026-07-07,대전,1100,1
L000512,2026-08-08,광주,1200,2
L000513,2026-09-09,서울,1300,3
L000514,2026-10-10,부산,1400,4
L000515,2026-11-11,대전,1500,5
L000516,2026-12-12,광주,1600,1
L000517,2026-01-13,서울,1700,2
L000518,2026-02-14,부산,1800,3
L000519,2026-03-15,대전,1900,4
L000520,2026-04-16,광주,2000,5
L000521,2026-05-17,서울,2100,1
L000522,2026-06-18,부산,2200,2
L000523,2026-07-19,대전,2300,3
L000524,2026-08-20,광주,2400,4
L000525,2026-09-21,서울,2500,5
L000526,2026-10-22,부산,2600,1
L000527,2026-11-23,대전,2700,2
L000528,2026-12-24,광주,2800,3
L000529,2026-01-25,서울,2900,4
L000530,2026-02-26,부산,3000,5
L000531,2026-03-27,대전,3100,1
L000532,2026-04-28,광주,3200,2
L000533,2026-05-01,서울,3300,3
L000534,2026-06-02,부산,3400,4
L000535,2026-07-03,대전,3500,5
L000536,2026-08-04,광주,3600,1
L000537,2026-09-05,서울,3700,2
L000538,2026-10-06,부산,3800,3
L000539,2026-11-07,대전,3900,4
L000540,2026-12-08,광주,4000,5
L000541,2026-01-09,서울,4100,1
L000542,2026-02-10,부산,4200,2
L000543,2026-03-11,대전,4300,3
L000544,2026-04-12,광주,4400,4
L000545,2026-05-13,서울,4500,5
L000546,2026-06-14,부산,4600,1
L000547,2026-07-15,대전,4700,2
L000548,2026-08-16,광주,4800,3
L000549,2026-09-17,서울,4900,4
L000550,2026-10-18,부산,5000,5
L000551,2026-11-19,대전,5100,1
L000552,2026-12-20,광주,5200,2
L000553,2026-01-21,서울,5300,3
L000554,2026-02-22,부산,5400,4
L000555,2026-03-23,대전,5500,5
L000556,2026-04-24,광주,5600,1
L000557,2026-05-25,서울,5700,2
L000558,2026-06-26,부산,5800,3
L000559,2026-07-27,대전,5900,4
L000560,2026-08-28,광주,6000,5
L000561,2026-09-01,서울,6100,1
L000562,2026-10-02,부산,6200,2
L000563,2026-11-03,대전,6300,3
L000564,2026-12-04,광주,6400,4
L000565,2026-01-05,서울,6500,5
L000566,2026-02-06,부산,6600,1
L000567,2026-03-07,대전,6700,2
L000568,2026-04-08,광주,6800,3
L000569,2026-05-09,서울,6900,4
L000570,2026-06-10,부산,7000,5
L000571,2026-07-11,대전,7100,1
L000572,2026-08-12,광주,7200,2
L000573,2026-09-13,서울,7300,3
L000574,2026-10-14,부산,7400,4
L000575,2026-11-15,대전,7500,5
L000576,2026-12-16,광주,7600,1
L000577,2026-01-17,서울,7700,2
L000578,2026-02-18,부산,7800,3
L000579,2026-03-19,대전,7900,4
L000580,2026-04-20,광주,8000,5
L000581,2026-05-21,서울,8100,1
L000582,2026-06-22,부산,8200,2
L000583,2026-07-23,대전,8300,3
L000584,2026-08-24,광주,8400,4
L000585,2026-09-25,서울,8500,5
L000586,2026-10-26,부산,8600,1
L000587,2026-11-27,대전,8700,2
L000588,2026-12-28,광주,8800,3
L000589,2026-01-01,서울,8900,4
L000590,2026-02-02,부산,9000,5
L000591,2026-03-03,대전,9100,1
L000592,2026-04-04,광주,9200,2
L000593,2026-05-05,서울,9300,3
L000594,2026-06-06,부산,9400,4
L000595,2026-07-07,대전,9500,5
L000596,2026-08-08,광주,9600,1
L000597,2026-09-09,서울,9700,2
L000598,2026-10-10,부산,9800,3
L000599,2026-11-11,대전,9900,4
L000600,2026-12-12,광주,10000,5
L000601,2026-01-13,서울,100,1
L000602,2026-02-14,부산,200,2
L000603,2026-03-15,대전,300,3
L000604,2026-04-16,광주,400,4
L000605,2026-05-17,서울,500,5
L000606,2026-06-18,부산,600,1
L000607,2026-07-19,대전,700,2
L000608,2026-08-20,광주,800,3
L000609,2026-09-21,서울,900,4
L000610,2026-10-22,부산,1000,5
L000611,2026-11-23,대전,1100,1
L000612,2026-12-24,광주,1200,2
L000613,2026-01-25,서울,1300,3
L000614,2026-02-26,부산,1400,4
L000615,2026-03-27,대전,1500,5
L000616,2026-04-28,광주,1600,1
L000617,2026-05-01,서울,1700,2
L000618,2026-06-02,부산,1800,3
L000619,2026-07-03,대전,1900,4
L000620,2026-08-04,광주,2000,5
L000621,2026-09-05,서울,2100,1
L000622,2026-10-06,부산,2200,2
L000623,2026-11-07,대전,2300,3
L000624,2026-12-08,광주,2400,4
L000625,2026-01-09,서울,2500,5
L000626,2026-02-10,부산,2600,1
L000627,2026-03-11,대전,2700,2
L000628,2026-04-12,광주,2800,3
L000629,2026-05-13,서울,2900,4
L000630,2026-06-14,부산,3000,5
L000631,2026-07-15,대전,3100,1
L000632,2026-08-16,광주,3200,2
L000633,2026-09-17,서울,3300,3
L000634,2026-10-18,부산,3400,4
L000635,2026-11-19,대전,3500,5
L000636,2026-12-20,광주,3600,1
L000637,2026-01-21,서울,3700,2
L000638,2026-02-22,부산,3800,3
L000639,2026-03-23,대전,3900,4
L000640,2026-04-24,광주,4000,5
L000641,2026-05-25,서울,4100,1
L000642,2026-06-26,부산,4200,2
L000643,2026-07-27,대전,4300,3
L000644,2026-08-28,광주,4400,4
L000645,2026-09-01,서울,4500,5
L000646,2026-10-02,부산,4600,1
L000647,2026-11-03,대전,4700,2
L000648,2026-12-04,광주,4800,3
L000649,2026-01-05,서울,4900,4
L000650,2026-02-06,부산,5000,5
L000651,2026-03-07,대전,5100,1
L000652,2026-04-08,광주,5200,2
L000653,2026-05-09,서울,5300,3
L000654,2026-06-10,부산,5400,4
L000655,2026-07-11,대전,5500,5
L000656,2026-08-12,광주,5600,1
L000657,2026-09-13,서울,5700,2
L000658,2026-10-14,부산,5800,3
L000659,2026-11-15,대전,5900,4
L000660,2026-12-16,광주,6000,5
L000661,2026-01-17,서울,6100,1
L000662,2026-02-18,부산,6200,2
L000663,2026-03-19,대전,6300,3
L000664,2026-04-20,광주,6400,4
L000665,2026-05-21,서울,6500,5
L000666,2026-06-22,부산,6600,1
L000667,2026-07-23,대전,6700,2
L000668,2026-08-24,광주,6800,3
L000669,2026-09-25,서울,6900,4
L000670,2026-10-26,부산,7000,5
L000671,2026-11-27,대전,7100,1
L000672,2026-12-28,광주,7200,2
L000673,2026-01-01,서울,7300,3
L000674,2026-02-02,부산,7400,4
L000675,2026-03-03,대전,7500,5
L000676,2026-04-04,광주,7600,1
L000677,2026-05-05,서울,7700,2
L000678,2026-06-06,부산,7800,3
L000679,2026-07-07,대전,7900,4
L000680,2026-08-08,광주,8000,5
L000681,2026-09-09,서울,8100,1
L000682,2026-10-10,부산,8200,2
L000683,2026-11-11,대전,8300,3
L000684,2026-12-12,광주,8400,4
L000685,2026-01-13,서울,8500,5
L000686,2026-02-14,부산,8600,1
L000687,2026-03-15,대전,8700,2
L000688,2026-04-16,광주,8800,3
L000689,2026-05-17,서울,8900,4
L000690,2026-06-18,부산,9000,5
L000691,2026-07-19,대전,9100,1
L000692,2026-08-20,광주,9200,2
L000693,2026-09-21,서울,9300,3
L000694,2026-10-22,부산,9400,4
L000695,2026-11-23,대전,9500,5
L000696,2026-12-24,광주,9600,1
L000697,2026-01-25,서울,9700,2
L000698,2026-02-26,부산,9800,3
L000699,2026-03-27,대전,9900,4
L000700,2026-04-28,광주,10000,5
L000701,2026-05-01,서울,100,1
L000702,2026-06-02,부산,200,2
L000703,2026-07-03,대전,300,3
L000704,2026-08-04,광주,400,4
L000705,2026-09-05,서울,500,5
L000706,2026-10-06,부산,600,1
L000707,2026-11-07,대전,700,2
L000708,2026-12-08,광주,800,3
L000709,2026-01-09,서울,900,4
L000710,2026-02-10,부산,1000,5
L000711,2026-03-11,대전,1100,1
L000712,2026-04-12,광주,1200,2
L000713,2026-05-13,서울,1300,3
L000714,2026-06-14,부산,1400,4
L000715,2026-07-15,대전,1500,5
L000716,2026-08-16,광주,1600,1
L000717,2026-09-17,서울,1700,2
L000718,2026-10-18,부산,1800,3
L000719,2026-11-19,대전,1900,4
L000720,2026-12-20,광주,2000,5
L000721,2026-01-21,서울,2100,1
L000722,2026-02-22,부산,2200,2
L000723,2026-03-23,대전,2300,3
L000724,2026-04-24,광주,2400,4
L000725,2026-05-25,서울,2500,5
L000726,2026-06-26,부산,2600,1
L000727,2026-07-27,대전,2700,2
L000728,2026-08-28,광주,2800,3
L000729,2026-09-01,서울,2900,4
L000730,2026-10-02,부산,3000,5
L000731,2026-11-03,대전,3100,1
L000732,2026-12-04,광주,3200,2
L000733,2026-01-05,서울,3300,3
L000734,2026-02-06,부산,3400,4
L000735,2026-03-07,대전,3500,5
L000736,2026-04-08,광주,3600,1
L000737,2026-05-09,서울,3700,2
L000738,2026-06-10,부산,3800,3
L000739,2026-07-11,대전,3900,4
